PERMIT_TYPE	APP_ID	WDID	STATUS	NOI_PROCESSED_DATE	NOT_EFFECTIVE_DATE	REGION_BOARD	COUNTY	OPERATOR_NAME	FACILITY_NAME	FACILITY_ADDRESS	FACILITY_ADDRESS_2	FACILITY_CITY	FACILITY_STATE	FACILITY_ZIP	FACILITY_LATITUDE	FACILITY_LONGITUDE	FACILITY_COUNTY	FACILITY_CONTACT_FIRST_NAME	FACILITY_CONTACT_LAST_NAME	FACILITY_TITLE	FACILITY_PHONE	FACILITY_EMAIL	FACILITY_TOTAL_SIZE	FACILITY_TOTAL_SIZE_UNIT	FACILITY_AREA_ACTIVITY	FACILITY_AREA_ACTIVITY_UNIT	PERCENT_OF_SITE_IMPERVIOUSNESS	PRIMARY_SIC	SECONDARY_SIC	TERTIARY_SIC	RECEIVING_WATER_NAME	INDIRECTLY	DIRECTLY	CERTIFIER_BY	CERTIFIER_TITLE	CERTIFICATION_DATE	QUESTION_TMDL_ANSWER
Industrial	180684	2 01I002030	Terminated	03/30/1992	01/09/2018	2	Alameda	Collier Alvin R 	Alvins Automotive Recycling	3291 San Pablo Ave		Oakland	CA	94608	37.8245	-122.27783	Alameda	Alvin	Collier	President	510-658-3101	flash@alvinsauto.com	45000	SqFt	9000	Sqft		5015-Motor Vehicle Parts, Used			Oakland stormdrain system	Y	N	Alvin Collier	President	06-MAR-15 10.39.22.295000 AM	 
Industrial	180685	2 01I002051	Terminated	03/30/1992	11/05/2009	2	Alameda	Safety Kleen 	Safety Kleen Corp Ser Ctr 	400 Market St		Oakland	CA	94607	37.80058	-122.28353	Alameda	Scott	Johnson		5108327942	scottgjohnson@safety-kleen.com	31000	SqFt		 		5171-Petroleum Bulk Stations and Terminals	4953-Refuse Systems		San Francisco Bay						 
Industrial	180686	2 01I002105	Active	03/30/1992		2	Alameda	United Parcel Service Oakland Hub	UPS Oakland Hub CAOAK	8400 Pardee Dr		Oakland	CA	94621	37.733182	-122.204538	Alameda	Jennifer	Trigos	Corporate Environmental Coordinator	510-453-2020	0386env@ups.com	1107772	SqFt	659670	Sqft	0	4215-Courier Services Except by Air			San Leandro Bay		N	James Carracino	Manager	08-NOV-22 04.19.24.834000 PM	N
Industrial	180687	2 01I002188	Terminated	03/30/1992	11/17/1999	2	Alameda	Foamex Int Inc 	Foamex 	31760 Hayman St		Hayward	CA	94544	37.61076	-122.045	Alameda	Craig	Barkhouse		510-429-3225		3	Acres		 	0	3086-Plastics Foam Products									 
Industrial	180688	2 01I002189	Terminated	03/30/1992	11/17/1999	2	Alameda	Foamex Int Inc 	Foamex 	31914 Hayman St		Hayward	CA	94544	37.60782	-122.04524	Alameda	Craig	Barkhouse		510-429-3242		7	Acres		 		3086-Plastics Foam Products									 
Industrial	180689	2 01I002229	Active	03/31/1992		2	Alameda	SKS Die Casting	Sks Die Casting 	1849 Oak St		Alameda	CA	94501	37.76985	-122.24067	Alameda	Chris	Keating		510-523-2541	Chris@SKSdiecasting.com	17300	SqFt	0	Sqft		3363-Aluminum Die-Castings			San Francisco Bay	Y	N	Chris Keating	Mr	08-APR-15 02.49.46.396000 PM	N
Industrial	180690	2 01I002267	Terminated	04/01/1992	07/01/2002	2	Alameda	Standard Iron & Metals Co 	Standard Iron & Metals Co 	801 69th Ave		Oakland	CA	94621	37.75535	-122.1986	Alameda	Anthony	Geremia		510-638-6576		53569	SqFt		 	9	5093-Scrap and Waste Materials			San Leandro Bay						 
Industrial	180691	2 01I002410	Terminated	03/31/1992	09/28/2015	2	Alameda	ABF Freight System Inc	ABF Freight System Inc 	4575 Tidewater Ave		Oakland	CA	94601	37.76354	-122.22122	Alameda	Phillip	Payan	Service Center Manager	510-533-8575	ppayan@abf.com	7	Acres	0	Acres	0	4213-Trucking, Except Local			San Francisco Bay	Y	N	Shaun McCaffrey	Director, Real Estate Contract Administration	28-SEP-15 07.32.32.000000 AM	 
Industrial	180691	2 01NEC000745	Active	03/31/1992		2	Alameda	ABF Freight System Inc	ABF Freight System Inc 	4575 Tidewater Ave		Oakland	CA	94601	37.76354	-122.22122	Alameda	Phillip	Payan	Service Center Manager	510-533-8575	ppayan@abf.com	7	Acres	0	Acres	0	4213-Trucking, Except Local			San Francisco Bay	Y	N	Shaun McCaffrey	Director, Real Estate Contract Administration	13-SEP-24 01.02.16.816000 PM	 
Industrial	180692	2 01I002421	Active	04/01/1992		2	Alameda	Lawrence Berkeley National Laboratory	Lawrence Berkeley National Lab	Strawberry Creek Watershed	M/S 75B0101	Berkeley	CA	94720	37.8772	-122.24785	Alameda	Jim	Buehler	Environmental Protection Team Leader	510-486-7327	jbuehler@lbl.gov	203	Acres	31.5	Acres		9999-Nonclassifiable Establishments			San Francisco Bay	Y	N	Jack Salazar	Interim EHS Division Director	10-AUG-18 09.47.55.582000 AM	N
Industrial	180693	2 01I002422	Active	04/01/1992		2	Alameda	Waste Managment of Alameda County	Waste Managment of Alameda County	2615 Davis St		San Leandro	CA	94577	37.71494	-122.19181	Alameda	Marcus	Nettz II	District Manager	925-518-5871	mnettzi@wm.com	53	Acres	53	Acres		5093-Scrap and Waste Materials		2875-Fertilizers, Mixing Only	San Francisco Bay	Y	N	Marcus Nettz	Senior District Manager	31-OCT-24 01.01.22.420000 PM	N
Industrial	180694	2 01I002461	Terminated	04/01/1992	10/25/2010	2	Alameda	Transbay Container Terminal I 	Transbay Container Terminal I 	2500 7th St		Oakland	CA	94607	37.80885	-122.31801	Alameda	RUSS	Polcer		5108390790	russ.polcer@itslb.com	29	Acres		 	10	4491-Marine Cargo Handling	3799-Transportation Equipment, NEC		San Francisco Bay						 
Industrial	180695	2 01I002552	Terminated	03/31/1992	10/26/2000	2	Alameda	Albany City Hall 	Albany Landfill 	Parcel 66 2671 1		Albany	CA	94706			Alameda	Claudia	Cappio		510-528-5760		134	Acres		 	0	4953-Refuse Systems			San Francisco Bay						 
Industrial	180696	2 01I002586	Active	04/01/1992		2	Alameda	Safety Kleen of California Inc	Safety Kleen of California Inc	6880 Smith Ave 		Newark	CA	94560	37.52157	-122.02128	Alameda	Travis	Dennis	Facility General Manager	510-634-8573	dennis.travis@cleanharbors.com	7	Acres	6.5	Acres		2992-Lubricating Oils and Greases			San Francisco Bay	Y	N	Chad Peddy	Environmental Compliance Manager	23-JUN-25 09.50.42.716000 AM	N
Industrial	180697	2 01I002598	Active	04/01/1992		2	Alameda	US Energy Dept	Sandia National Laboratories CA	7011 East Ave		Livermore	CA	94550	37.67979	-121.70902	Alameda	Trevor	Manger		925-290-9127	tjmange@sandia.gov	413	Acres	1	Acres	22	9999-Nonclassifiable Establishments	3471-Electroplating, Plating, Polishing, Anodizing, and Coloring	3599-Industrial and Commercial Machinery and Equipment, NEC	Arroyo Seco	N	Y	Daryl Hauck	Sandia Field Office Manager	09-SEP-21 03.05.30.147000 PM	N
Industrial	180698	2 01I002684	Active	04/01/1992		2	Alameda	Dorris Auto Wreckers Inc 	Dorris Auto Wreckers Inc 	3720 Depot Rd		Hayward	CA	94545	37.636595	-122.129872	Alameda	Howard	Dorris	Secretary	510-782-4392	dorrisca@pacbell.net	7	Acres	1.6	Acres	3	5015-Motor Vehicle Parts, Used			Bay	Y	N	Howard Dorris	Secretary	17-JUN-15 11.58.12.503000 AM	N
Industrial	180699	2 01I002740	Active	04/01/1992		2	Alameda	Cargill Inc 	Cargill Salt Newark  Industrial Stormwater	7220 Central Ave		Newark	CA	94560	37.52106	-122.02888	Alameda	Nancy	Stephenson	EHS III	510-790-8104	nancy_stephenson@cargill.com	3000	Acres	3.5	Acres	10	2899-Chemicals and Chemical Preparations, NEC			Mowry Slough	Y	N	Kelly Downing	EHS Supervisor	05-JUL-22 11.07.38.254000 AM	N
Industrial	180700	2 01I002743	Terminated	04/01/1992	09/07/2007	2	Alameda	Sherwin Williams 	Sherwin Williams Co 	1450 Sherwin St		Emeryville	CA	94608	37.83182	-122.28897	Alameda	Robert	Hartman		510-420-7200		9	Acres		 	20	2851-Paints, Varnishes, Lacquers, Enamels, and Allied Products			Temescal Creek						 
Industrial	180701	2 01I002822	Active	04/02/1992		2	Alameda	Port of Oakland	Port of Oakland	8500 Earhart Rd		Oakland	CA	94612	37.795408	-122.278851	Alameda	Jamie	Eby	Environmental Scientist, Airport Operations	510-563-6523	jeby@portoakland.com	2600	Acres	856	Acres		4581-Airports, Flying Fields, and Airport Terminal Services			San Francisco Bay	N	Y	Kristi McKenney	Executive Director	05-AUG-25 03.29.08.796000 PM	N
Industrial	180702	2 01I002882	Terminated	04/02/1992	03/11/2003	2	Alameda	Acme Galvanizing Co Inc 	Acme Galvanizing Co Inc 	1655 17th St		Oakland	CA	94607	37.8141	-122.2938	Alameda	Sheridan	Randolph		510-444-8790		60000	SqFt		 		3479-Coating, Engraving, and Allied Services, NEC			San Francisco Bay						 
Industrial	180703	2 01I002894	Terminated	04/02/1992		2	Alameda	Forni Corp 	Forni Corp 	3600 Depot Rd		Hayward	CA	94545	37.63818	-122.12897	Alameda	G	C Mclane		510-783-3400		10	Acres		 	0	3272-Concrete Products, Except Block and Brick	3499-Fabricated Metal Products, NEC		San Francisco Bay						 
Industrial	180704	2 01I002972	Terminated	04/02/1992	10/27/2023	2	Alameda	ABI Foundry	ABI Foundry 	7825 San Leandro St		Oakland	CA	94621	37.75061	-122.19337	Alameda	Melisa	Cohen	Environmental Manager	510-632-3467	melisa.cohen@abifoundry.com	13.8	Acres	12.8	Acres	95	3321-Gray and Ductile Iron Foundries			Elmhurst Creek	Y	N	Anthony Orlowski	Executive Vice President	21-FEB-22 04.54.06.330000 AM	N
Industrial	180705	2 01I002973	Active	04/02/1992		2	Alameda	Fremont Unified School District Transportation	Fremont Unified School District Transportation	43770 Grimmer Blvd		Fremont	CA	94538	37.50768	-121.96174	Alameda	Ernest	 Epley	Director of Transportation	510-657-1450	eepley@fusdk12.net	660000	SqFt	20000	Sqft		4151-School Buses			San Francisco Bay	Y	N	Ernest Epley III	Director of Transportation	15-MAR-23 02.07.30.269000 PM	N
Industrial	180706	2 01I003035	Active	04/02/1992		2	Alameda	AC Transit	AC Transit	1758 sabre street		Hayward	CA	94545	37.656597	-122.129258	Alameda	Dan	Ruslen	Senior Project Manager, Environmental Engineering	510-577-8806	druslen@actransit.org	20	Acres	20	Acres		4173-Terminal and Service Facilities for Motor Vehicle Passenger Transportation			San Francisco Bay	N	N	Wahid Amiri	Manager of Safety and Environmental Engineering Dept	10-JUN-15 03.49.29.876000 PM	N
Industrial	180708	2 01I003036	Active	04/02/1992		2	Alameda	AC Transit	AC Transit 	10626 International Blvd		Oakland	CA	94603	37.73851	-122.16605	Alameda	Dan	Ruslen	Senior Project Manager, Environmental Engineering	510-577-8806	druslen@actransit.org	12	Acres	12	Acres	16	4173-Terminal and Service Facilities for Motor Vehicle Passenger Transportation			San Francisco Bay	Y	N	Wahid Amiri	Manager of Safety and Environmental Engineering Dept	10-JUN-15 04.03.34.306000 PM	N
Industrial	180709	2 01I003038	Active	04/02/1992		2	Alameda	AC Transit	AC Transit Div 2 	1177 47th St		Emeryville	CA	94608	37.83539	-122.28268	Alameda	Dan	Ruslen	Senior Project Manager, Environmental Engineering	510-577-8806		9	Acres	9	Acres	70	4173-Terminal and Service Facilities for Motor Vehicle Passenger Transportation			San Francisco Bay	N	N	Wahid Amiri	Manager of Safety and Environmental Engineering Dept	10-JUN-15 03.23.43.700000 PM	N
Industrial	180710	2 01I003039	Active	04/02/1992		2	Alameda	AC Transit	AC Transit 	1100 Seminary Ave		Oakland	CA	94621	37.76158	-122.2046	Alameda	Dan	Ruslen	Senior Project Manager, Environmental Engineering	510-577-8806	druslen@actransit.org	13	Acres	13	Acres	35	4173-Terminal and Service Facilities for Motor Vehicle Passenger Transportation			San Francisco Bay	N	N	Wahid Amiri	Manager of Safety and Environmental Engineering Dept	10-JUN-15 04.26.06.898000 PM	N
Industrial	180711	2 01I003046	Terminated	04/02/1992	02/17/2009	2	Alameda	National Starch & Chemical Co 	National Starch & Chemical Co 	742 Grayson St		Berkeley	CA	94710	37.85457	-122.29614	Alameda	Tom	Steele		323-586-5122		5	Acres		 		2891-Adhesives and Sealants			San Franciso Bay						 
Industrial	180712	2 01I003055	Terminated	04/02/1992		2	Alameda	California Movers Express Inc	CA Movers Express Inc 	2280 Commerce Pl		Hayward	CA	94545	37.64329	-122.12203	Alameda	John	Hamblin		510-785-2440	jmover@ca-movers-express.com	62000	SqFt		 	0	4213-Trucking, Except Local	4226-Special Warehousing and Storage, NEC		San Francisco Bay						 
Industrial	180713	2 01I003064	Terminated	04/02/1992	08/04/2017	2	Alameda	Gillig LLC	Gillig Corp 	25800 Clawiter Rd		Hayward	CA	94545	37.63212	-122.11973	Alameda	Michael	Li		510-264-4403	mli@gillig.com	18	Acres	1.5	Acres	0	3711-Motor Vehicles and Passenger Car Bodies			San Francisco Bay	Y	N	Derek Maunus	President	24-JUN-15 08.55.56.159000 AM	 
Industrial	180714	2 01I003109	Terminated	04/02/1992	07/27/2018	2	Alameda	Bob Rich Schroeder Trucking Roadstar Trucking	Bob Rich Schroeder Trucking 	30527 San Antonio St		Hayward	CA	94544	37.61942	-122.05187	Alameda	Robert	 Ramorino	President	510-487-2404	r.ramorino@roadstartruckinginc.com	2	Acres	650	Sqft	100	4213-Trucking, Except Local	4214-Local Trucking with Storage		Alameda Creek	Y	N	Keith Flowers	Business Development Manager	30-JUN-15 12.03.28.391000 PM	 
Industrial	180715	2 01I003110	Terminated	04/02/1992	10/06/2009	2	Alameda	Fleet & Industrial Supply Center	Fleet Industrial Supply Ctr 	250 Executive Way		Oakland	CA	94625			Alameda	Richard	Hegarty		510-302-6704		437	Acres		 		4226-Special Warehousing and Storage, NEC			San Francisco Bay						 
Industrial	180716	2 01I003111	Terminated	04/02/1992	09/30/1998	2	Alameda	Fleet & Industrial Supply Center	Alameda Annex & Alameda Facili	2155 Mariner Square Loop		Alameda	CA	94501	37.78376	-122.27584	Alameda	Richard	Hegarty		510-302-6704		147	Acres		 	0	4226-Special Warehousing and Storage, NEC	5093-Scrap and Waste Materials	4492-Towing and Tugboat Services	San Francisco Bay						 
Industrial	180717	2 01I003121	Terminated	04/02/1992	12/10/1997	2	Alameda	YRC Enterprise Services Inc 	Yellow Freight Sys Inc 	25555 Clawiter Rd		Hayward	CA	94545	37.63299	-122.11972	Alameda	Steve	Travis		913-344-3409		10	Acres		 	26	4213-Trucking, Except Local									 
Industrial	180718	2 01I003165	Active	04/02/1992		2	Alameda	East Bay Regional Park District	EBRPD Castro Valley Corp	17930 Lake Chabot Rd		Castro Valley	CA	94546	37.71376	-122.09981	Alameda	Richard	 Guest	Maintenance Superintendent	510-690-6651	rguest@ebparks.org	8	Acres	1.2	Acres	75	4119-Local Passenger Transportation, NEC			Lake Chabot	Y	N	Matthew Graul	Chief of Stewardship	14-MAY-23 10.23.57.277000 AM	N
Industrial	180719	2 01I003177	Terminated	04/03/1992	03/11/2003	2	Alameda	Country Life Insurance 	Prescolite 	1251 Doolittle Dr		San Leandro	CA	94577	37.71563	-122.18653	Alameda	Roger	Bastien		510-577-5060		8	Acres		 		3645-Residential Electric Lighting Fixtures			San Francisco Bay						 
Industrial	180720	2 01I003275	Active	04/03/1992		2	Alameda	Royal Chemical Company	Royal Chemical Company	2498 american avenue		Hayward	CA	94545	37.64825	-122.12892	Alameda	Richard	Bronson	Plant Manager	925-699-7486	richard.bronson@royalchemical.com	123710	SqFt	28000	Sqft	86	2841-Soaps and Other Detergents, Except Speciality Cleaners			San Francisco Bay	Y	N	Kelly Corbin	EHS Manager	11-NOV-21 02.12.16.276000 PM	N
Industrial	180722	2 01I003283	Terminated	04/03/1992	07/31/1998	2	Alameda	US Navy Alameda Naval Air Station	Naval Air Station Alameda 	Bldg 1 Code 015		Alameda	CA	94501			Alameda	Stephanie	Szymanski				1734	Acres		 		4581-Airports, Flying Fields, and Airport Terminal Services	4491-Marine Cargo Handling		San Francisco Bay						 
Industrial	180723	2 01I003309	Terminated	04/03/1992	03/31/2014	2	Alameda	Earthgrains 	Earthgrains Co 	955 Kennedy St		Oakland	CA	94606	37.77901	-122.23824	Alameda	Jon	Allen		510-436-5350	JALLEN2@SL.BBUMAIL.COM	144000	SqFt		 	0	2051-Bread and Other Bakery Products, Except Cookies and Crackers			Alameda Estuary						 
Industrial	180724	2 01I003365	Terminated	04/03/1992	04/03/2017	2	Alameda	Schnitzer Steel Industries Inc	Schnitzer Steel Oakland	1101 Embarcadero W		Oakland	CA	94607	37.79784	-122.28352	Alameda	Jon	Marlin	General Manager	510-452-8884	jmarlin@schn.com	27	Acres	27	Acres	46.63	5093-Scrap and Waste Materials			Oakland Estuary	Y	N	Frederick Stemmler	Director Recycling Operations	23-JAN-25 03.47.04.107000 PM	 
Industrial	180725	2 01I003397	Terminated	04/03/1992	12/28/2007	2	Alameda	Liquid Carbonic 	Specialty Gas Corp 	901 Embarcadero		Oakland	CA	94606	37.78912	-122.25556	Alameda	Don	Cameron				4	Acres		 		2813-Industrial Gases			Oakland Estuaries						 
Industrial	180726	2 01I003436	Terminated	04/03/1992	08/19/2005	2	Alameda	Bill Toomey Transportation	Bill Toomey Trans 	687 Olympic Ave		Hayward	CA	94544	37.62407	-122.05838	Alameda	Olympic	Avenue		510-783-3900		2	Acres		 	0	4213-Trucking, Except Local	4214-Local Trucking with Storage								 
Industrial	180727	2 01I003472	Terminated	04/03/1992	08/18/2015	2	Alameda	TEIKURO CORP	TEIKURO CORP	31499 HAYMAN		Hayward	CA	94544	37.61411	-122.04658	Alameda	Ulysses	Paradiang	Plant Superintendent	510-487-6537	Teikchrome@aol.com	1.8	Acres	0	Sqft		3471-Electroplating, Plating, Polishing, Anodizing, and Coloring			Alameda Creek	Y	N	Ulysses Paradiang	 Plant superintendant	18-AUG-15 11.57.44.000000 AM	 
Industrial	180727	2 01NEC000400	Active	04/03/1992		2	Alameda	TEIKURO CORP	TEIKURO CORP	31499 HAYMAN		Hayward	CA	94544	37.61411	-122.04658	Alameda	Ulysses	Paradiang	Plant Superintendent	510-487-6537	Teikchrome@aol.com	1.8	Acres	0	Sqft		3471-Electroplating, Plating, Polishing, Anodizing, and Coloring			Alameda Creek	Y	N	Ulysses Paradiang	 Plant superintendant	25-SEP-24 11.38.31.486000 AM	 
Industrial	180729	2 01I003536	Active	04/03/1992		2	Alameda	Matheson 	Matheson Tri Gas Newark	6775 Central Ave		Newark	CA	94560	37.5261	-122.02789	Alameda	Dillion	Zwahlen		510-996-5800	dzwahlen@mathesongas.com	5	Acres	1	Acres		2813-Industrial Gases			San Francisco Bay	Y	N	James Murphree	Director Env Compliance	29-JUN-15 12.15.14.075000 PM	N
Industrial	180730	2 01I003630	Active	04/06/1992		2	Alameda	Bayer Corp 	Bayer Corp 	800 Dwight Way		Berkeley	CA	94710	37.85989	-122.2956	Alameda	David	Shoaf	Sr Director HSE	510-705-4310	david.shoaf@bayer.com	45	Acres	40	Acres		2836-Biological Products, Except Diagnostic Substances			Aquatic Park Lake	N	Y	Jeffrey Bowman	Environmental Manager	25-JUN-15 04.33.52.143000 PM	N
Industrial	180731	2 01I003638	Terminated	04/06/1992	06/30/2014	2	Alameda	Triangle Coatings Inc 	Triangle Coatings Inc 	1930 Fairway Dr		San Leandro	CA	94577	37.70309	-122.16905	Alameda	NED	Kisner		510-895-8000	nkisner@tricoat.com	1.48	Acres		 	18	2851-Paints, Varnishes, Lacquers, Enamels, and Allied Products			San Francisco Bay						 
Industrial	180732	2 01I003649	Terminated	04/06/1992	10/12/2004	2	Alameda	Morrison Alysett	Ajax Auto Wreckers 	3764 Depot Rd		Hayward	CA	94545	37.638	-122.13241	Alameda						140230	SqFt		 	4	5015-Motor Vehicle Parts, Used			Sf Bay						 
Industrial	180733	2 01I003727	Terminated	04/06/1992	11/15/2005	2	Alameda	Arthur L Rolfe Commercial Pal 	Commercial Palco Inc 	920 66th Ave		Oakland	CA	94621	37.75726	-122.20012	Alameda	Bobbi	Fadda		510-632-8519		5	Acres		 	0	2448-Wood Pallets and Skids			San Francisco Bay						 
Industrial	180734	2 01I003728	Active	04/06/1992		2	Alameda	Castro Valley School District	Castro Valley School District	19600 Cull Canyon Rd		Castro Valley	CA	94546	37.70579	-122.05433	Alameda	Aaron	Ackerman	MOT Director	510-537-3000	aackerman@cv.k12.ca.us	1	Acres	1	Acres	40	4151-School Buses			San Francisco Bay	N	Y	Aaron Ackerman	Director of MOT	27-SEP-22 12.08.46.120000 PM	N
Industrial	180735	2 01I003753	Active	04/06/1992		2	Alameda	Aaron Metals Co Inc 	Aaron Metals Co Inc 	750 105th Ave		Oakland	CA	94603	37.73396	-122.17741	Alameda	Aaron	Forkash	Scrap Metal Recycler	510-569-6767	aaron@aaronmetals.com	2	Acres	2	Acres	0	5093-Scrap and Waste Materials			San Leandro Creek	Y	N	Aaron Forkash	Scrap Metal Recycler	18-MAY-21 11.09.23.906000 AM	N
Industrial	180736	2 01I003825	Active	04/03/1992		2	Alameda	Livermore Transit Authority	Livermore Transit Authority	1362 Rutan Dr		Livermore	CA	94551	37.69101	-121.80048	Alameda	Tamara	Edwards		925-455-7566	tedwards@lavta.org	4	Acres	2.2	Acres		4131-Intercity and Rural Bus Transportation			Arroyolsa Positas	Y	N	Tamara Edwards	Director of Administrative Services	15-JUN-17 01.48.39.432000 PM	N
Industrial	180737	2 01I003892	Terminated	04/03/1992	12/28/2007	2	Alameda	Lane Metal Cal Tech 	Lane Metal Cal Tech 	841 31st St		Oakland	CA	94608	37.82118	-122.27458	Alameda	SUNG	Huh		5106535054		20000	SqFt		 	0	3471-Electroplating, Plating, Polishing, Anodizing, and Coloring			San Francisco Bay						 
Industrial	180738	2 01I003893	Terminated	04/03/1992	06/30/2015	2	Alameda	Pleasanton Garbage Service Inc	Pleasanton Garbage Ser Old Eas	2512 Vineyard Ave		Pleasanton	CA	94566	37.66486	-121.83924	Alameda	Eric	V Lauritsen		925-846-2042	eric@pleasantongarbageservice.com	23	Acres		 		4952-Sewerage Systems			Arroyo Dell Valle						 
Industrial	180739	2 01I003898	Active	04/03/1992		2	Alameda	Sebring Transportation	Sebring Transport	2100 Carden St		San Leandro	CA	94577	37.71545	-122.18594	Alameda	John	Taufer		510-562-0872	John@sebringtransport.com	2	Acres	1.5	Acres		4212-Local Trucking Without Storage			Sf Bay	Y	N	John Taufer	President	16-JUN-15 11.57.36.443000 AM	N
Industrial	180740	2 01I003910	Terminated	04/03/1992	04/26/2000	2	Alameda	Dexter Midland 	Dexter Midland 	31500 Hayman St		Hayward	CA	94544	37.61461	-122.04718	Alameda	D	Biondo		510-471-7171		5	Acres		 	10	2851-Paints, Varnishes, Lacquers, Enamels, and Allied Products			San Francisco Bay						 
Industrial	180741	2 01I003913	Terminated	04/03/1992	06/22/2001	2	Alameda	Quikrete 	Quikrete 	9315 San Leandro St		Oakland	CA	94603	37.74229	-122.18343	Alameda	Greg	Robinson		510-568-1362		2	Acres		 		3273-Ready-Mixed Concrete			San Leandro Bay						 
Industrial	180742	2 01I003934	Terminated	04/03/1992	07/26/2005	2	Alameda	Arrow Truck Parts 	Arrow Truck Parts 	2622 Eden Rd		San Leandro	CA	94577	37.71749	-122.19053	Alameda						54000	SqFt		 	0	5015-Motor Vehicle Parts, Used	5093-Scrap and Waste Materials		San Francisco Bay						 
Industrial	180743	2 01I003935	Active	04/03/1992		2	Alameda	Five Star Lumber Co 	Five Star Lumber Co 	6899 Smith Ave		Newark	CA	94560	37.52151	-122.02149	Alameda	Patrick	Harvey	General Manager	510-795-7204	Fivestarpallet@sbcglobal.net	4	Acres	3	Acres	25	2448-Wood Pallets and Skids			San Francisco Bay	N	Y	Patrick Harvey	General Manager	07-MAY-15 02.37.48.198000 PM	N
Industrial	180744	2 01I003957	Terminated	04/03/1992	01/02/2002	2	Alameda	Bullio, Michael E 	Foreign Auto Wreckers 	2847 Peralta St		Oakland	CA	94608	37.82149	-122.28586	Alameda						84122	SqFt		 		5015-Motor Vehicle Parts, Used			San Francisco Bay						 
Industrial	180745	2 01I004006	Terminated	04/03/1992	06/09/2015	2	Alameda	Turk Island Co 	closed Turk Island Landfill Co 	32505 Union City Blvd		Union City	CA	94587	37.57757	-122.08083	Alameda	CHRIS	Jennings		916-983-9366	mail@theremediationgroup.com	50	Acres	0	Sqft	87	4953-Refuse Systems			San Francisco Bay	Y	N	Chris Jennings	Senior Engineer	24-JUN-15 03.57.33.280000 PM	 
